FLWS,"1-800-FLOWERS.COM, Inc.",Consumer Services,Other Specialty Stores
GHG,GreenTree Hospitality Group Ltd.,Consumer Services,Hotels/Resorts
GO,Grocery Outlet Holding Corp.,Consumer Services,Food Chains
GRWG,GrowGeneration Corp.,Consumer Services,RETAIL: Building Materials
TV,Grupo Televisa S.A.,Consumer Services,Broadcasting
GSX,GSX Techedu Inc.,Consumer Services,Other Consumer Services
GYRO,"Gyrodyne , LLC",Consumer Services,Building operators
HRB,"H&R Block, Inc.",Consumer Services,Other Consumer Services
HLG,Hailiang Education Group Inc.,Consumer Services,Other Consumer Services
HBI,Hanesbrands Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Consumer Services,Real Estate Investment Trusts
HSC,Harsco Corporation,Consumer Services,Diversified Commercial Services
HVT,"Haverty Furniture Companies, Inc.",Consumer Services,Other Specialty Stores
HDS,"HD Supply Holdings, Inc.",Consumer Services,Office Equipment/Supplies/Services
HR,Healthcare Realty Trust Incorporated,Consumer Services,Real Estate Investment Trusts
HTA,"Healthcare Trust of America, Inc.",Consumer Services,Real Estate Investment Trusts
HTIA,"Healthcare Trust, Inc.",Consumer Services,Real Estate Investment Trusts
PEAK,"Healthpeak Properties, Inc.",Consumer Services,Real Estate Investment Trusts
HMTV,"Hemisphere Media Group, Inc.",Consumer Services,Television Services
HT,Hersha Hospitality Trust,Consumer Services,Real Estate Investment Trusts
HTZ,"Hertz Global Holdings, Inc",Consumer Services,Rental/Leasing Companies
HIBB,"Hibbett Sports, Inc.",Consumer Services,Other Specialty Stores
HIW,"Highwoods Properties, Inc.",Consumer Services,Real Estate Investment Trusts
HIL,"Hill International, Inc.",Consumer Services,Military/Government/Technical
HGV,Hilton Grand Vacations Inc.,Consumer Services,Hotels/Resorts
HLT,Hilton Worldwide Holdings Inc.,Consumer Services,Hotels/Resorts
HMG,"HMG/Courtland Properties, Inc.",Consumer Services,Real Estate Investment Trusts
HMLP,Hoegh LNG Partners LP,Consumer Services,Marine Transportation
HD,"Home Depot, Inc. (The)",Consumer Services,RETAIL: Building Materials
HST,"Host Hotels & Resorts, Inc.",Consumer Services,Real Estate Investment Trusts
HMHC,Houghton Mifflin Harcourt Company,Consumer Services,Books
HHC,Howard Hughes Corporation (The),Consumer Services,Real Estate Investment Trusts
HTHT,Huazhu Group Limited,Consumer Services,Hotels/Resorts
HUD,Hudson Ltd.,Consumer Services,Department/Specialty Retail Stores
HCFT,"Hunt Companies Finance Trust, Inc.",Consumer Services,Real Estate Investment Trusts
HURN,Huron Consulting Group Inc.,Consumer Services,Professional Services
HBP,"Huttig Building Products, Inc.",Consumer Services,RETAIL: Building Materials
H,Hyatt Hotels Corporation,Consumer Services,Hotels/Resorts
HYRE,HyreCar Inc.,Consumer Services,Rental/Leasing Companies
IAC,IAC/InterActiveCorp,Consumer Services,Other Specialty Stores
ICFI,"ICF International, Inc.",Consumer Services,Professional Services
IDEX,"Ideanomics, Inc.",Consumer Services,Television Services
IFMK,iFresh Inc.,Consumer Services,Food Chains
IHRT,"iHeartMedia, Inc.",Consumer Services,Broadcasting
IMBI,"iMedia Brands, Inc.",Consumer Services,Catalog/Specialty Distribution
IMH,"Impac Mortgage Holdings, Inc.",Consumer Services,Real Estate Investment Trusts
IOR,"Income Opportunity Realty Investors, Inc.",Consumer Services,Real Estate Investment Trusts
IRT,"Independence Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
ILPT,Industrial Logistics Properties Trust,Consumer Services,Real Estate Investment Trusts
III,"Information Services Group, Inc.",Consumer Services,Professional Services
IMKTA,"Ingles Markets, Incorporated",Consumer Services,Food Chains
IHT,InnSuites Hospitality Trust,Consumer Services,Real Estate Investment Trusts
NSIT,"Insight Enterprises, Inc.",Consumer Services,Catalog/Specialty Distribution
ISIG,"Insignia Systems, Inc.",Consumer Services,Advertising
I,Intelsat S.A.,Consumer Services,Telecommunications Equipment
IHG,Intercontinental Hotels Group,Consumer Services,Hotels/Resorts
IGT,International Game Technology,Consumer Services,Services-Misc. Amusement & Recreation
INSW,"International Seaways, Inc.",Consumer Services,Marine Transportation
INUV,"Inuvo, Inc",Consumer Services,Advertising
IVR,INVESCO MORTGAGE CAPITAL INC,Consumer Services,Real Estate Investment Trusts
IRET,Investors Real Estate Trust,Consumer Services,Real Estate Investment Trusts
IQ,"iQIYI, Inc.",Consumer Services,Consumer Electronics/Video Chains
IRM,Iron Mountain Incorporated,Consumer Services,Real Estate Investment Trusts
IRS,IRSA Inversiones Y Representaciones S.A.,Consumer Services,Homebuilding
IRCP,IRSA Propiedades Comerciales S.A.,Consumer Services,Building operators
STAR          ,iStar Inc.,Consumer Services,Real Estate Investment Trusts
IZEA,"IZEA Worldwide, Inc.",Consumer Services,Advertising
JAX,"J. Alexander&#39;s Holdings, Inc.",Consumer Services,Restaurants
MAYS,"J. W. Mays, Inc.",Consumer Services,Building operators
JCP,"J.C. Penney Company, Inc. Holding Company",Consumer Services,Department/Specialty Retail Stores
JACK,Jack In The Box Inc.,Consumer Services,Restaurants
JAN,JanOne Inc.,Consumer Services,Home Furnishings
JBGS,JBG SMITH Properties,Consumer Services,Real Estate Investment Trusts
JD,"JD.com, Inc.",Consumer Services,Other Specialty Stores
JCAP,"Jernigan Capital, Inc.",Consumer Services,Real Estate Investment Trusts
JCTCF,Jewett-Cameron Trading Company,Consumer Services,RETAIL: Building Materials
JCI,Johnson Controls International plc,Consumer Services,Other Consumer Services
JMEI,Jumei International Holding Limited,Consumer Services,Other Specialty Stores
JMIA,Jumia Technologies AG,Consumer Services,Catalog/Specialty Distribution
JP,Jupai Holdings Limited,Consumer Services,Other Consumer Services
LRN,K12 Inc,Consumer Services,Other Consumer Services
KRC,Kilroy Realty Corporation,Consumer Services,Real Estate Investment Trusts
KIM,Kimco Realty Corporation,Consumer Services,Real Estate Investment Trusts
KEX,Kirby Corporation,Consumer Services,Marine Transportation
KIRK,"Kirkland&#39;s, Inc.",Consumer Services,Other Specialty Stores
KRG,Kite Realty Group Trust,Consumer Services,Real Estate Investment Trusts
KREF,KKR Real Estate Finance Trust Inc.,Consumer Services,Real Estate Investment Trusts
KNOP,KNOT Offshore Partners LP,Consumer Services,Marine Transportation
KSS,Kohl&#39;s Corporation,Consumer Services,Department/Specialty Retail Stores
KR,Kroger Company (The),Consumer Services,Food Chains
KRUS,"Kura Sushi USA, Inc.",Consumer Services,Restaurants
LB,"L Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
LADR,Ladder Capital Corp,Consumer Services,Real Estate Investment Trusts
LAIX,LAIX Inc.,Consumer Services,Other Consumer Services
LAMR,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts
LMRK,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LMRKN,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LMRKO,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LMRKP,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LE,"Lands&#39; End, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
LVS,Las Vegas Sands Corp.,Consumer Services,Hotels/Resorts
LAUR,"Laureate Education, Inc.",Consumer Services,Other Consumer Services
LEE,"Lee Enterprises, Incorporated",Consumer Services,Newspapers/Magazines
LHC,Leo Holdings Corp.,Consumer Services,Movies/Entertainment
LBRDA,Liberty Broadband Corporation,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation,Consumer Services,Television Services
LBTYB,Liberty Global plc,Consumer Services,Television Services
LILA,Liberty Latin America Ltd.,Consumer Services,Television Services
LILAK,Liberty Latin America Ltd.,Consumer Services,Television Services
BATRA,Liberty Media Corporation,Consumer Services,Broadcasting
BATRK,Liberty Media Corporation,Consumer Services,Broadcasting
FWONA,Liberty Media Corporation,Consumer Services,Broadcasting
FWONK,Liberty Media Corporation,Consumer Services,Broadcasting
LSXMA,Liberty Media Corporation,Consumer Services,Broadcasting
LSXMB,Liberty Media Corporation,Consumer Services,Broadcasting
LSXMK,Liberty Media Corporation,Consumer Services,Broadcasting
LSI,"Life Storage, Inc.",Consumer Services,Real Estate Investment Trusts
LTBR,Lightbridge Corporation,Consumer Services,Professional Services
LITB,"LightInTheBox Holding Co., Ltd.",Consumer Services,Catalog/Specialty Distribution
LINC,Lincoln Educational Services Corporation,Consumer Services,Other Consumer Services
LIND,Lindblad Expeditions Holdings Inc. ,Consumer Services,Transportation Services
LYV,"Live Nation Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
LIVX,"LiveXLive Media, Inc.",Consumer Services,Restaurants
LKQ,LKQ Corporation,Consumer Services,Motor Vehicles
LOW,"Lowe&#39;s Companies, Inc.",Consumer Services,RETAIL: Building Materials
LTC,"LTC Properties, Inc.",Consumer Services,Real Estate Investment Trusts
LUB,"Luby&#39;s, Inc.",Consumer Services,Restaurants
LK,Luckin Coffee Inc.,Consumer Services,Restaurants
LL,"Lumber Liquidators Holdings, Inc",Consumer Services,RETAIL: Building Materials
MAC,Macerich Company (The),Consumer Services,Real Estate Investment Trusts
CLI,Mack-Cali Realty Corporation,Consumer Services,Real Estate Investment Trusts
M,Macy&#39;s Inc,Consumer Services,Department/Specialty Retail Stores
MMYT,MakeMyTrip Limited,Consumer Services,Transportation Services
MANU,Manchester United Ltd.,Consumer Services,Services-Misc. Amusement & Recreation
LOAN,"Manhattan Bridge Capital, Inc",Consumer Services,Real Estate Investment Trusts
MANT,ManTech International Corporation,Consumer Services,Other Consumer Services
MCS,Marcus Corporation (The),Consumer Services,Movies/Entertainment
HZO,"MarineMax, Inc.",Consumer Services,Other Specialty Stores
MAR,Marriott International,Consumer Services,Hotels/Resorts
MHH,"Mastech Digital, Inc",Consumer Services,Professional Services
MATX,"Matson, Inc.",Consumer Services,Marine Transportation
MNI,McClatchy Company (The),Consumer Services,Newspapers/Magazines
MCD,McDonald&#39;s Corporation,Consumer Services,Restaurants
MDRR,"Medalist Diversified REIT, Inc.",Consumer Services,Real Estate Investment Trusts
MDIA,Mediaco Holding Inc.,Consumer Services,Broadcasting
MPW,"Medical Properties Trust, Inc.",Consumer Services,Real Estate Investment Trusts
MLCO,Melco Resorts & Entertainment Limited,Consumer Services,Hotels/Resorts
MDP,Meredith Corporation,Consumer Services,Newspapers/Magazines
MFA,"MFA Financial, Inc.",Consumer Services,Real Estate Investment Trusts
MFO,"MFA Financial, Inc.",Consumer Services,Real Estate Investment Trusts
MGP,MGM Growth Properties LLC,Consumer Services,Real Estate Investment Trusts
MGM,MGM Resorts International,Consumer Services,Hotels/Resorts
MAA,"Mid-America Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts
MG,Mistras Group Inc,Consumer Services,Military/Government/Technical
MKGI,"Monaker Group, Inc.",Consumer Services,Transportation Services
MCRI,"Monarch Casino & Resort, Inc.",Consumer Services,Hotels/Resorts
MNR,Monmouth Real Estate Investment Corporation,Consumer Services,Real Estate Investment Trusts
MNRO,"Monro, Inc. ",Consumer Services,Automotive Aftermarket
MSGN,MSG Networks Inc.,Consumer Services,Television Services
NATH,"Nathan&#39;s Famous, Inc.",Consumer Services,Restaurants
NCMI,"National CineMedia, Inc.",Consumer Services,Advertising
NHI,"National Health Investors, Inc.",Consumer Services,Real Estate Investment Trusts
NNN,National Retail Properties,Consumer Services,Real Estate Investment Trusts
NSA,National Storage Affiliates Trust,Consumer Services,Real Estate Investment Trusts
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Services,Food Chains
NFLX,"Netflix, Inc.",Consumer Services,Consumer Electronics/Video Chains
NEN,New England Realty Associates Limited Partnership,Consumer Services,Building operators
EDU,"New Oriental Education & Technology Group, Inc.",Consumer Services,Other Consumer Services
NRZ,New Residential Investment Corp.,Consumer Services,Real Estate Investment Trusts
SNR,New Senior Investment Group Inc.,Consumer Services,Real Estate Investment Trusts
NYMT,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NYMTM,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NYMTN,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NYMTO,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NYMTP,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NYT,New York Times Company (The),Consumer Services,Newspapers/Magazines
NWS,News Corporation,Consumer Services,Newspapers/Magazines
NWSA,News Corporation,Consumer Services,Newspapers/Magazines
NXRT,"NexPoint Residential Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NXST,"Nexstar Media Group, Inc.",Consumer Services,Broadcasting
NDLS,Noodles & Company,Consumer Services,Restaurants
NAT,Nordic American Tankers Limited,Consumer Services,Marine Transportation
JWN,"Nordstrom, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Services,Marine Transportation
NTN,"NTN Buzztime, Inc.",Consumer Services,Broadcasting
NVEE,"NV5 Global, Inc.",Consumer Services,Other Consumer Services
NXTD,NXT-ID Inc.,Consumer Services,Diversified Commercial Services
OMEX,"Odyssey Marine Exploration, Inc.",Consumer Services,Marine Transportation
ODP,"Office Depot, Inc.",Consumer Services,Other Specialty Stores
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",Consumer Services,Department/Specialty Retail Stores
OHI,"Omega Healthcare Investors, Inc.",Consumer Services,Real Estate Investment Trusts
OLP,"One Liberty Properties, Inc.",Consumer Services,Real Estate Investment Trusts
ONE,OneSmart International Education Group Limited,Consumer Services,Other Consumer Services
OSW,OneSpaWorld Holdings Limited,Consumer Services,Hotels/Resorts
ONEW,OneWater Marine Inc.,Consumer Services,Other Specialty Stores
ORBC,ORBCOMM Inc.,Consumer Services,Telecommunications Equipment
ORC,"Orchid Island Capital, Inc.",Consumer Services,Real Estate Investment Trusts
ORLY,"O&#39;Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores
OUT,OUTFRONT Media Inc.,Consumer Services,Real Estate Investment Trusts
OSTK,"Overstock.com, Inc.",Consumer Services,Catalog/Specialty Distribution
PZZA,"Papa John&#39;s International, Inc.",Consumer Services,Restaurants
PGRE,"Paramount Group, Inc.",Consumer Services,Real Estate Investment Trusts
PK,Park Hotels & Resorts Inc.,Consumer Services,Hotels/Resorts
PRTY,Party City Holdco Inc.,Consumer Services,Other Specialty Stores
PAYX,"Paychex, Inc.",Consumer Services,Diversified Commercial Services
CNXN,"PC Connection, Inc.",Consumer Services,Catalog/Specialty Distribution
PSO,"Pearson, Plc",Consumer Services,Books
PEB,Pebblebrook Hotel Trust,Consumer Services,Real Estate Investment Trusts
PENN,"Penn National Gaming, Inc.",Consumer Services,Hotels/Resorts
PEI,Pennsylvania Real Estate Investment Trust,Consumer Services,Real Estate Investment Trusts
PMT,PennyMac Mortgage Investment Trust,Consumer Services,Real Estate Investment Trusts
PRDO,Perdoceo Education Corporation,Consumer Services,Other Consumer Services
PFMT,Performant Financial Corporation,Consumer Services,Other Consumer Services
FENG,Phoenix New Media Limited,Consumer Services,Broadcasting
DNK,Phoenix Tree Holdings Limited,Consumer Services,Building operators
DOC,Physicians Realty Trust,Consumer Services,Real Estate Investment Trusts
PDM,"Piedmont Office Realty Trust, Inc.",Consumer Services,Building operators
PIR,"Pier 1 Imports, Inc.",Consumer Services,Home Furnishings
PLNT,"Planet Fitness, Inc.",Consumer Services,Hotels/Resorts
PLYA,Playa Hotels & Resorts N.V.,Consumer Services,Hotels/Resorts
PLYM,"Plymouth Industrial REIT, Inc.",Consumer Services,Real Estate Investment Trusts
PSTL,"Postal Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
PBPB,Potbelly Corporation,Consumer Services,Restaurants
PCH,PotlatchDeltic Corporation,Consumer Services,Real Estate Investment Trusts
PW,Power REIT,Consumer Services,Real Estate Investment Trusts
APTS,"Preferred Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts
PINC,"Premier, Inc.",Consumer Services,Other Consumer Services
PRGX,"PRGX Global, Inc.",Consumer Services,Diversified Commercial Services
PSMT,"PriceSmart, Inc.",Consumer Services,Department/Specialty Retail Stores
PLD,"Prologis, Inc.",Consumer Services,Real Estate Investment Trusts
PSB,"PS Business Parks, Inc.",Consumer Services,Real Estate Investment Trusts
PSA,Public Storage,Consumer Services,Real Estate Investment Trusts
PSA^B,Public Storage,Consumer Services,Real Estate Investment Trusts
PSA^C,Public Storage,Consumer Services,Real Estate Investment Trusts
PSA^D,Public Storage,Consumer Services,Real Estate Investment Trusts
PSA^E,Public Storage,Consumer Services,Real Estate Investment Trusts
PSA^F,Public Storage,Consumer Services,Real Estate Investment Trusts
PSA^K,Public Storage,Consumer Services,Real Estate Investment Trusts
PSA^V,Public Storage,Consumer Services,Real Estate Investment Trusts
NEW,Puxin Limited,Consumer Services,Other Consumer Services
PYX,"Pyxus International, Inc.",Consumer Services,Farming/Seeds/Milling
QTS,"QTS Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
QUOT,Quotient Technology Inc.,Consumer Services,Advertising
QRTEA,"Qurate Retail, Inc.",Consumer Services,Catalog/Specialty Distribution
QRTEB,"Qurate Retail, Inc.",Consumer Services,Catalog/Specialty Distribution
QVCC,"QVC, Inc.",Consumer Services,Catalog/Specialty Distribution
QVCD,"QVC, Inc.",Consumer Services,Catalog/Specialty Distribution
RCM,R1 RCM Inc.,Consumer Services,Other Consumer Services
RYN,Rayonier Inc.,Consumer Services,Real Estate Investment Trusts
RICK,"RCI Hospitality Holdings, Inc.",Consumer Services,Restaurants
RDI,Reading International Inc,Consumer Services,Movies/Entertainment
RDIB,Reading International Inc,Consumer Services,Movies/Entertainment
RC,Ready Capital Corporation,Consumer Services,Real Estate Investment Trusts
RCA,Ready Capital Corporation,Consumer Services,Real Estate Investment Trusts
RCB,Ready Capital Corporation,Consumer Services,Real Estate Investment Trusts
RCP,Ready Capital Corporation,Consumer Services,Real Estate Investment Trusts
O,Realty Income Corporation,Consumer Services,Real Estate Investment Trusts
RLH,Red Lion Hotels Corporation,Consumer Services,Hotels/Resorts
RRGB,"Red Robin Gourmet Burgers, Inc.",Consumer Services,Restaurants
RRR,"Red Rock Resorts, Inc.",Consumer Services,Hotels/Resorts
RWT,"Redwood Trust, Inc.",Consumer Services,Real Estate Investment Trusts
RBZ,Reebonz Holding Limited,Consumer Services,Catalog/Specialty Distribution
REG,Regency Centers Corporation,Consumer Services,Real Estate Investment Trusts
RGS,Regis Corporation,Consumer Services,Other Consumer Services
RELX,RELX PLC,Consumer Services,Publishing
MARK,"Remark Holdings, Inc.",Consumer Services,Telecommunications Equipment
QSR,Restaurant Brands International Inc.,Consumer Services,Restaurants
ROIC,Retail Opportunity Investments Corp.,Consumer Services,Real Estate Investment Trusts
RPAI,"Retail Properties of America, Inc.",Consumer Services,Real Estate Investment Trusts
RVLV,"Revolve Group, Inc.",Consumer Services,Catalog/Specialty Distribution
REXR,"Rexford Industrial Realty, Inc.",Consumer Services,Real Estate Investment Trusts
RH,RH,Consumer Services,Other Specialty Stores
RNET,"RigNet, Inc.",Consumer Services,Telecommunications Equipment
REDU,RISE Education Cayman Ltd,Consumer Services,Other Consumer Services
RLJ,RLJ Lodging Trust,Consumer Services,Real Estate Investment Trusts
RCI,"Rogers Communication, Inc.",Consumer Services,Television Services
ROKU,"Roku, Inc.",Consumer Services,Television Services
ROST,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
RCL,Royal Caribbean Cruises Ltd.,Consumer Services,Marine Transportation
RPT,RPT Realty,Consumer Services,Real Estate Investment Trusts
RTW,"RTW Retailwinds, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
RUHN,Ruhnn Holding Limited,Consumer Services,Catalog/Specialty Distribution
RUTH,"Ruth&#39;s Hospitality Group, Inc.",Consumer Services,Restaurants
RYB,"RYB Education, Inc.",Consumer Services,Other Consumer Services
R,"Ryder System, Inc.",Consumer Services,Rental/Leasing Companies
RHP,"Ryman Hospitality Properties, Inc.",Consumer Services,Real Estate Investment Trusts
SBRA,"Sabra Health Care REIT, Inc.",Consumer Services,Real Estate Investment Trusts
SACC,Sachem Capital Corp.,Consumer Services,Real Estate Investment Trusts
SACH,Sachem Capital Corp.,Consumer Services,Real Estate Investment Trusts
SCCB,Sachem Capital Corp.,Consumer Services,Real Estate Investment Trusts
SAFE,Safehold Inc.,Consumer Services,Real Estate
SGA,"Saga Communications, Inc.",Consumer Services,Broadcasting
SALM,"Salem Media Group, Inc.",Consumer Services,Broadcasting
SBH,"Sally Beauty Holdings, Inc.",Consumer Services,Other Specialty Stores
BFS,"Saul Centers, Inc.",Consumer Services,Real Estate Investment Trusts
SBAC,SBA Communications Corporation,Consumer Services,Real Estate Investment Trusts
SCHL,Scholastic Corporation,Consumer Services,Books
WORX,SCWorx Corp.,Consumer Services,Services-Misc. Amusement & Recreation
SE,Sea Limited,Consumer Services,Other Consumer Services
SEAS,"SeaWorld Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
SECO,Secoo Holding Limited,Consumer Services,Other Specialty Stores
SCI,Service Corporation International,Consumer Services,Other Consumer Services
SVC,Service Properties Trust,Consumer Services,Real Estate Investment Trusts
SERV,"ServiceMaster Global Holdings, Inc.",Consumer Services,Other Consumer Services
SGBX,"SG Blocks, Inc.",Consumer Services,RETAIL: Building Materials
SHAK,"Shake Shack, Inc.",Consumer Services,Restaurants
SJR,Shaw Communications Inc.,Consumer Services,Television Services
SHW,Sherwin-Williams Company (The),Consumer Services,RETAIL: Building Materials
SCVL,"Shoe Carnival, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
SIG,Signet Jewelers Limited,Consumer Services,Consumer Specialties
SPG,"Simon Property Group, Inc.",Consumer Services,Real Estate Investment Trusts
SBGI,"Sinclair Broadcast Group, Inc.",Consumer Services,Broadcasting
SIRI,Sirius XM Holdings Inc.,Consumer Services,Broadcasting
SITC,SITE Centers Corp.,Consumer Services,Real Estate Investment Trusts
SIX,Six Flags Entertainment Corporation New,Consumer Services,Services-Misc. Amusement & Recreation
SLG,SL Green Realty Corp,Consumer Services,Real Estate Investment Trusts
WORK,"Slack Technologies, Inc.",Consumer Services,Other Consumer Services
SOHO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SOHON,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SP,SP Plus Corporation,Consumer Services,Rental/Leasing Companies
LOV,"Spark Networks, Inc.",Consumer Services,Other Consumer Services
SRC,"Spirit Realty Capital, Inc.",Consumer Services,Building operators
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",Consumer Services,Other Specialty Stores
SPOT,Spotify Technology S.A.,Consumer Services,Broadcasting
FUND,"Sprott Focus Trust, Inc.",Consumer Services,Miscellaneous
SFM,"Sprouts Farmers Market, Inc.",Consumer Services,Food Chains
JOE,St. Joe Company (The),Consumer Services,Homebuilding
STAG,"Stag Industrial, Inc.",Consumer Services,Real Estate Investment Trusts
SSI,"Stage Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
STN,Stantec Inc,Consumer Services,Military/Government/Technical
SGU,"Star Group, L.P.",Consumer Services,Other Specialty Stores
SBUX,Starbucks Corporation,Consumer Services,Restaurants
STWD,"STARWOOD PROPERTY TRUST, INC.",Consumer Services,Real Estate Investment Trusts
SMRT,"Stein Mart, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
SFIX,"Stitch Fix, Inc.",Consumer Services,Catalog/Specialty Distribution
STON,StoneMor Inc.,Consumer Services,Other Consumer Services
STOR,STORE Capital Corporation,Consumer Services,Real Estate Investment Trusts
STRA,"Strategic Education, Inc.",Consumer Services,Other Consumer Services
STRS,Stratus Properties Inc.,Consumer Services,Homebuilding
MSC,Studio City International Holdings Limited,Consumer Services,Hotels/Resorts
