Symbol,Name,Sector,Industry
VNET,"21Vianet Group, Inc.",Technology,"Computer Software: Programming, Data Processing"
TWOU,"2U, Inc.",Technology,Computer Software: Prepackaged Software
DDD,3D Systems Corporation,Technology,Computer Software: Prepackaged Software
JOBS,"51job, Inc.",Technology,Diversified Commercial Services
WUBA,58.com Inc.,Technology,"Computer Software: Programming, Data Processing"
EGHT,8x8 Inc,Technology,EDP Services
ATEN,"A10 Networks, Inc.",Technology,Computer Communications Equipment
AAN,"Aaron&#39;s,  Inc.",Technology,Diversified Commercial Services
ACIA,"Acacia Communications, Inc.",Technology,Semiconductors
ACIW,"ACI Worldwide, Inc.",Technology,Computer Software: Prepackaged Software
ACMR,"ACM Research, Inc.",Technology,Industrial Machinery/Components
ATVI,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software
IOTS,Adesto Technologies Corporation,Technology,Semiconductors
ADBE,Adobe Inc.,Technology,Computer Software: Prepackaged Software
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors
AER,Aercap Holdings N.V.,Technology,Diversified Commercial Services
ACY,AeroCentury Corp.,Technology,Diversified Commercial Services
AGYS,"Agilysys, Inc.",Technology,EDP Services
AGMH,AGM Group Holdings Inc.,Technology,EDP Services
AL,Air Lease Corporation,Technology,Diversified Commercial Services
AYR,Aircastle Limited,Technology,Diversified Commercial Services
AIRG,"Airgain, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
ANTE,AirNet Technology Inc.,Technology,Advertising
KERN,Akerna Corp.,Technology,EDP Services
KERNW,Akerna Corp.,Technology,EDP Services
ALRM,"Alarm.com Holdings, Inc.",Technology,Computer Software: Prepackaged Software
ALYA,Alithya Group inc.,Technology,"Computer Software: Programming, Data Processing"
ALLT,Allot Ltd.,Technology,Computer Communications Equipment
MDRX,"Allscripts Healthcare Solutions, Inc.",Technology,EDP Services
AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors
GOOG,Alphabet Inc.,Technology,"Computer Software: Programming, Data Processing"
GOOGL,Alphabet Inc.,Technology,"Computer Software: Programming, Data Processing"
ALTR,Altair Engineering Inc.,Technology,Computer Software: Prepackaged Software
AYX,"Alteryx, Inc.",Technology,Computer Software: Prepackaged Software
AMBA,"Ambarella, Inc.",Technology,Semiconductors
DOX,Amdocs Limited,Technology,EDP Services
AMRH,"Ameri Holdings, Inc.",Technology,Semiconductors
AMRHW,"Ameri Holdings, Inc.",Technology,Semiconductors
AMSWA,"American Software, Inc.",Technology,Computer Software: Prepackaged Software
AMKR,"Amkor Technology, Inc.",Technology,Semiconductors
AMN,AMN Healthcare Services Inc,Technology,Professional Services
ASYS,"Amtech Systems, Inc.",Technology,Industrial Machinery/Components
ADI,"Analog Devices, Inc.",Technology,Semiconductors
PLAN,"Anaplan, Inc.",Technology,Computer Software: Prepackaged Software
ANSS,"ANSYS, Inc.",Technology,Computer Software: Prepackaged Software
APY,Apergy Corporation,Technology,Industrial Machinery/Components
APPF,"AppFolio, Inc.",Technology,Computer Software: Prepackaged Software
APPN,Appian Corporation,Technology,Computer Software: Prepackaged Software
AAPL,Apple Inc.,Technology,Computer Manufacturing
AMAT,"Applied Materials, Inc.",Technology,Semiconductors
AAOI,"Applied Optoelectronics, Inc.",Technology,Semiconductors
ANET,"Arista Networks, Inc.",Technology,Computer Communications Equipment
ARW,"Arrow Electronics, Inc.",Technology,Electronic Components
ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors
ASGN,ASGN Incorporated,Technology,Professional Services
ASML,ASML Holding N.V.,Technology,Industrial Machinery/Components
AZPN,"Aspen Technology, Inc.",Technology,EDP Services
ALOT,"AstroNova, Inc.",Technology,Computer peripheral equipment
ASUR,Asure Software Inc,Technology,EDP Services
TEAM,Atlassian Corporation Plc,Technology,Computer Software: Prepackaged Software
ATOM,Atomera Incorporated,Technology,Semiconductors
AEYE,"AudioEye, Inc.",Technology,Computer Software: Prepackaged Software
JG,Aurora Mobile Limited,Technology,"Computer Software: Programming, Data Processing"
ADSK,"Autodesk, Inc.",Technology,Computer Software: Prepackaged Software
ATHM,Autohome Inc.,Technology,EDP Services
ADP,"Automatic Data Processing, Inc.",Technology,EDP Services
AUTO,"AutoWeb, Inc.",Technology,"Computer Software: Programming, Data Processing"
AVLR,"Avalara, Inc.",Technology,Computer Software: Prepackaged Software
AVNW,"Aviat Networks, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
AVID,"Avid Technology, Inc.",Technology,Computer Software: Prepackaged Software
AVT,"Avnet, Inc.",Technology,Electronic Components
AWRE,"Aware, Inc.",Technology,Computer Software: Prepackaged Software
ACLS,"Axcelis Technologies, Inc.",Technology,Industrial Machinery/Components
AXTI,AXT Inc,Technology,Semiconductors
BOSC,B.O.S. Better Online Solutions,Technology,Computer Communications Equipment
BIDU,"Baidu, Inc.",Technology,"Computer Software: Programming, Data Processing"
BAND,Bandwidth Inc.,Technology,Computer Software: Prepackaged Software
BBSI,"Barrett Business Services, Inc.",Technology,Professional Services
BHE,"Benchmark Electronics, Inc.",Technology,Electrical Products
BNFT,"Benefitfocus, Inc.",Technology,Computer Software: Prepackaged Software
BGSF,BG Staffing Inc,Technology,Professional Services
BILI,Bilibili Inc.,Technology,EDP Services
BILL,"Bill.com Holdings, Inc.",Technology,Computer Software: Prepackaged Software
BKYI,"BIO-key International, Inc.",Technology,Computer Communications Equipment
BITA,Bitauto Holdings Limited,Technology,EDP Services
BKTI,BK Technologies Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
BKI,"Black Knight, Inc.",Technology,Computer Software: Prepackaged Software
BLKB,"Blackbaud, Inc.",Technology,Computer Software: Prepackaged Software
BB,BlackBerry Limited,Technology,Computer Software: Prepackaged Software
BL,"BlackLine, Inc.",Technology,Computer Software: Prepackaged Software
BDR,"Blonder Tongue Laboratories, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
BRQS,"Borqs Technologies, Inc. ",Technology,EDP Services
EPAY,"Bottomline Technologies, Inc.",Technology,Computer Software: Prepackaged Software
BOX,"Box, Inc.",Technology,Computer Software: Prepackaged Software
BLIN          ,"Bridgeline Digital, Inc.",Technology,Computer Software: Prepackaged Software
BCOV,Brightcove Inc.,Technology,EDP Services
AVGO,Broadcom Inc.,Technology,Semiconductors
AVGOP,Broadcom Inc.,Technology,Semiconductors
BVSN,"BroadVision, Inc.",Technology,Computer Software: Prepackaged Software
BRKS,"Brooks Automation, Inc.",Technology,Industrial Machinery/Components
CCMP,Cabot Microelectronics Corporation,Technology,Semiconductors
CACI,"CACI International, Inc.",Technology,EDP Services
CDNS,"Cadence Design Systems, Inc.",Technology,Computer Software: Prepackaged Software
CAI,"CAI International, Inc.",Technology,Diversified Commercial Services
CAMP,CalAmp Corp.,Technology,Radio And Television Broadcasting And Communications Equipment
CMBM,Cambium Networks Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
CAN,Canaan Inc.,Technology,Semiconductors
CSIQ,Canadian Solar Inc.,Technology,Semiconductors
CANG,Cango Inc.,Technology,Computer Software: Prepackaged Software
CDLX,"Cardlytics, Inc.",Technology,"Computer Software: Programming, Data Processing"
CARG,"CarGurus, Inc.",Technology,EDP Services
CARS,Cars.com Inc.,Technology,EDP Services
CASA,"Casa Systems, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
CSLT,"Castlight Health, inc.",Technology,EDP Services
CLS,"Celestica, Inc.",Technology,Electrical Products
CRNT,Ceragon Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment
CRNC,Cerence Inc.,Technology,Computer Software: Prepackaged Software
CDAY,Ceridian HCM Holding Inc.,Technology,Computer Software: Prepackaged Software
CERN,Cerner Corporation,Technology,EDP Services
CEVA,"CEVA, Inc.",Technology,Semiconductors
CHNG,Change Healthcare Inc.,Technology,EDP Services
CHNGU,Change Healthcare Inc.,Technology,EDP Services
CYOU,Changyou.com Limited,Technology,Computer Software: Prepackaged Software
ECOM          ,ChannelAdvisor Corporation,Technology,Computer Software: Prepackaged Software
CTAC,ChaSerg Technology Acquisition Corp.,Technology,Computer Software: Prepackaged Software
CTACU,ChaSerg Technology Acquisition Corp.,Technology,Computer Software: Prepackaged Software
CTACW,ChaSerg Technology Acquisition Corp.,Technology,Computer Software: Prepackaged Software
CHKP,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software
CMCM,Cheetah Mobile Inc.,Technology,Computer Software: Prepackaged Software
CVR,Chicago Rivet & Machine Co.,Technology,Industrial Machinery/Components
CIH,China Index Holdings Limited,Technology,EDP Services
CNET,"ChinaNet Online Holdings, Inc.",Technology,"Computer Software: Programming, Data Processing"
IMOS,ChipMOS TECHNOLOGIES INC.,Technology,Semiconductors
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors
CSCO,"Cisco Systems, Inc.",Technology,Computer Communications Equipment
CTXS,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software
CCC,Clarivate Analytics Plc,Technology,EDP Services
CLDR,"Cloudera, Inc.",Technology,Computer Software: Prepackaged Software
NET,"Cloudflare, Inc.",Technology,Computer Software: Prepackaged Software
CLPS,CLPS Incorporation,Technology,Computer Software: Prepackaged Software
CTSH,Cognizant Technology Solutions Corporation,Technology,EDP Services
COMM,"CommScope Holding Company, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
CVLT,"Commvault Systems, Inc.",Technology,Computer Software: Prepackaged Software
CPSI,"Computer Programs and Systems, Inc.",Technology,EDP Services
CTG,"Computer Task Group, Incorporated",Technology,EDP Services
CMTL,Comtech Telecommunications Corp.,Technology,Radio And Television Broadcasting And Communications Equipment
CTK,CooTek (Cayman) Inc.,Technology,EDP Services
CLGX,"CoreLogic, Inc.",Technology,EDP Services
CSOD,"Cornerstone OnDemand, Inc.",Technology,Computer Software: Prepackaged Software
CPAH,CounterPath Corporation,Technology,Computer Software: Prepackaged Software
COUP,Coupa Software Incorporated,Technology,Computer Software: Prepackaged Software
CREX,"Creative Realities, Inc.",Technology,EDP Services
CREXW,"Creative Realities, Inc.",Technology,EDP Services
CREE,"Cree, Inc.",Technology,Semiconductors
CRTO,Criteo S.A.,Technology,Advertising
CCRN,"Cross Country Healthcare, Inc.",Technology,Professional Services
CRWD,"CrowdStrike Holdings, Inc.",Technology,Computer Software: Prepackaged Software
CSGS,"CSG Systems International, Inc.",Technology,EDP Services
CSPI,CSP Inc.,Technology,EDP Services
CTS,CTS Corporation,Technology,Electrical Products
CUI,"CUI Global, Inc.",Technology,Electronic Components
CW,Curtiss-Wright Corporation,Technology,Industrial Machinery/Components
CVV,CVD Equipment Corporation,Technology,Industrial Machinery/Components
CYBR,CyberArk Software Ltd.,Technology,Computer Software: Prepackaged Software
CY,Cypress Semiconductor Corporation,Technology,Semiconductors
CYRN,CYREN Ltd.,Technology,Computer Software: Prepackaged Software
DQ,DAQO New Energy Corp.,Technology,Semiconductors
DDOG,"Datadog, Inc.",Technology,Computer Software: Prepackaged Software
DTSS,Datasea Inc.,Technology,Computer Software: Prepackaged Software
DELL,Dell Technologies Inc.,Technology,Computer Manufacturing
DGII,Digi International Inc.,Technology,Computer Communications Equipment
DMRC,Digimarc Corporation,Technology,EDP Services
DGLY,"Digital Ally, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
DIOD,Diodes Incorporated,Technology,Semiconductors
DRTT,DIRTT Environmental Solutions Ltd.,Technology,Computer Software: Prepackaged Software
DLHC,DLH Holdings Corp.,Technology,Professional Services
DOCU,"DocuSign, Inc.",Technology,Computer Software: Prepackaged Software
DOMO,"Domo, Inc.",Technology,Computer Software: Prepackaged Software
DOYU,DouYu International Holdings Limited,Technology,"Computer Software: Programming, Data Processing"
DOV,Dover Corporation,Technology,Industrial Machinery/Components
DBX,"Dropbox, Inc.",Technology,Computer Software: Prepackaged Software
DSPG,"DSP Group, Inc.",Technology,Semiconductors
DXC,DXC Technology Company,Technology,EDP Services
DT,"Dynatrace, Inc.",Technology,Computer Software: Prepackaged Software
ETN,"Eaton Corporation, PLC",Technology,Industrial Machinery/Components
EBIX,"Ebix, Inc.",Technology,EDP Services
SATS,EchoStar Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software
ESTC,Elastic N.V.,Technology,Computer Software: Prepackaged Software
EA,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software
ELTK,Eltek Ltd.,Technology,Electrical Products
EMAN,eMagin Corporation,Technology,Semiconductors
EMKR,EMCORE Corporation,Technology,Semiconductors
DAVA,Endava plc,Technology,EDP Services
EIGI,"Endurance International Group Holdings, Inc.",Technology,Computer Software: Prepackaged Software
WATT,Energous Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
ERII,"Energy Recovery, Inc.",Technology,Industrial Machinery/Components
EPAC,Enerpac Tool Group Corp.,Technology,Industrial Machinery/Components
ENPH,"Enphase Energy, Inc.",Technology,Semiconductors
EVSI,"Envision Solar International, Inc.",Technology,Semiconductors
EVSIW,"Envision Solar International, Inc.",Technology,Semiconductors
EPAM,"EPAM Systems, Inc.",Technology,EDP Services
PLUS,ePlus inc.,Technology,Retail: Computer Software & Peripheral Equipment
ERIC,Ericsson,Technology,Radio And Television Broadcasting And Communications Equipment
EB,"Eventbrite, Inc.",Technology,"Computer Software: Programming, Data Processing"
EVBG,"Everbridge, Inc.",Technology,Computer Software: Prepackaged Software
EVER,"EverQuote, Inc.",Technology,"Computer Software: Programming, Data Processing"
MRAM,"Everspin Technologies, Inc.",Technology,Semiconductors
EVTC,"Evertec, Inc.",Technology,EDP Services
EVOL,"Evolving Systems, Inc.",Technology,EDP Services
AQUA,Evoqua Water Technologies Corp.,Technology,Industrial Machinery/Components
EXTN,Exterran Corporation,Technology,Diversified Commercial Services
EXTR,"Extreme Networks, Inc.",Technology,Computer Communications Equipment
FFIV,"F5 Networks, Inc.",Technology,Computer Communications Equipment
FB,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing"
FDS,FactSet Research Systems Inc.,Technology,"Computer Software: Programming, Data Processing"
SFUN,Fang Holdings Limited,Technology,EDP Services
FSLY,"Fastly, Inc.",Technology,Computer Software: Prepackaged Software
FEYE,"FireEye, Inc.",Technology,Computer peripheral equipment
FSLR,"First Solar, Inc.",Technology,Semiconductors
FISV,"Fiserv, Inc.",Technology,EDP Services
FIT,"Fitbit, Inc.",Technology,Computer Manufacturing
FIVN,"Five9, Inc.",Technology,EDP Services
FLEX,Flex Ltd.,Technology,Electrical Products
FPAY,"FlexShopper, Inc.",Technology,Diversified Commercial Services
FPAYW,"FlexShopper, Inc.",Technology,Diversified Commercial Services
FSCT,"ForeScout Technologies, Inc.",Technology,Computer peripheral equipment
FRSX,Foresight Autonomous Holdings Ltd.,Technology,Computer Software: Prepackaged Software
FORM,"FormFactor, Inc.",Technology,Semiconductors
FORTY,Formula Systems (1985) Ltd.,Technology,EDP Services
FTNT,"Fortinet, Inc.",Technology,Computer peripheral equipment
FTEO,"FRONTEO, Inc.",Technology,EDP Services
GDI,"Gardner Denver Holdings, Inc.",Technology,Industrial Machinery/Components
GTES,Gates Industrial Corporation plc,Technology,Industrial Machinery/Components
GDS,GDS Holdings Limited,Technology,"Computer Software: Programming, Data Processing"
JOB,GEE Group Inc.,Technology,Diversified Commercial Services
GFN,General Finance Corporation,Technology,Diversified Commercial Services
GFNCP,General Finance Corporation,Technology,Diversified Commercial Services
GFNSL,General Finance Corporation,Technology,Diversified Commercial Services
GIGM,GigaMedia Limited,Technology,"Computer Software: Programming, Data Processing"
GILT,Gilat Satellite Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment
GSB,"GlobalSCAPE, Inc.",Technology,Computer Software: Prepackaged Software
GLOB,Globant S.A.,Technology,EDP Services
GLUU,Glu Mobile Inc.,Technology,EDP Services
GDDY,GoDaddy Inc.,Technology,EDP Services
GHM,Graham Corporation,Technology,Industrial Machinery/Components
GEC,"Great Elm Capital Group, Inc. ",Technology,Computer Software: Prepackaged Software
GTEC,Greenland Technologies Holding Corporation,Technology,Industrial Machinery/Components
GRNQ,Greenpro Capital Corp.,Technology,EDP Services
GSUM,Gridsum Holding Inc.,Technology,Computer Software: Prepackaged Software
GRPN,"Groupon, Inc.",Technology,Advertising
GVP,"GSE Systems, Inc.",Technology,Computer Software: Prepackaged Software
GSIT,"GSI Technology, Inc.",Technology,Semiconductors
GTYH,"GTY Technology Holdings, Inc.",Technology,EDP Services
GWRE,"Guidewire Software, Inc.",Technology,Computer Software: Prepackaged Software
HLIT,Harmonic Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
HHS,"Harte-Hanks, Inc.",Technology,Advertising
HHR,HeadHunter Group PLC,Technology,Professional Services
HCAT,"Health Catalyst, Inc",Technology,"Computer Software: Programming, Data Processing"
HSTM,"HealthStream, Inc.",Technology,"Computer Software: Programming, Data Processing"
HSII,"Heidrick & Struggles International, Inc.",Technology,Diversified Commercial Services
HPE,Hewlett Packard Enterprise Company,Technology,Retail: Computer Software & Peripheral Equipment
HIMX,"Himax Technologies, Inc.",Technology,Semiconductors
HQI,"HireQuest, Inc.",Technology,Professional Services
HPQ,HP Inc.,Technology,Computer Manufacturing
HMI,Huami Corporation,Technology,Computer Manufacturing
HUBS,"HubSpot, Inc.",Technology,Computer Software: Prepackaged Software
HSON,"Hudson Global, Inc.",Technology,Professional Services
HUYA,HUYA Inc.,Technology,"Computer Software: Programming, Data Processing"
ICHR,Ichor Holdings,Technology,Semiconductors
ICLK,iClick Interactive Asia Group Limited,Technology,Computer Software: Prepackaged Software
INVE,"Identiv, Inc.",Technology,Computer peripheral equipment
IEC,IEC Electronics Corp.,Technology,Electrical Products
INFO,IHS Markit Ltd.,Technology,"Computer Software: Programming, Data Processing"
INFO,IHS Markit Ltd.,Technology,"Computer Software: Programming, Data Processing"
ITW,Illinois Tool Works Inc.,Technology,Industrial Machinery/Components
IMMR,Immersion Corporation,Technology,Computer peripheral equipment
IGC,India Globalization Capital Inc.,Technology,Electronic Components
INFY,Infosys Limited,Technology,EDP Services
INOD,Innodata Inc.,Technology,EDP Services
ISSC,"Innovative Solutions and Support, Inc.",Technology,EDP Services
INOV,"Inovalon Holdings, Inc.",Technology,EDP Services
IPHI,Inphi Corporation,Technology,Semiconductors
INPX,Inpixon ,Technology,EDP Services
NSP,"Insperity, Inc.",Technology,Professional Services
INSE,"Inspired Entertainment, Inc.",Technology,Computer Software: Prepackaged Software
INST,"Instructure, Inc.",Technology,Computer Software: Prepackaged Software
INTC,Intel Corporation,Technology,Semiconductors
IDN,"Intellicheck, Inc.",Technology,Computer Software: Prepackaged Software
INS,Intelligent Systems Corporation,Technology,Computer Software: Prepackaged Software
INAP,Internap Corporation,Technology,"Computer Software: Programming, Data Processing"
IBM,International Business Machines Corporation,Technology,Computer Manufacturing
IPG,"Interpublic Group of Companies, Inc. (The)",Technology,Advertising
INXN,InterXion Holding N.V.,Technology,"Computer Software: Programming, Data Processing"
IVAC,"Intevac, Inc.",Technology,Industrial Machinery/Components
INTU,Intuit Inc.,Technology,Computer Software: Prepackaged Software
IPGP,IPG Photonics Corporation,Technology,Semiconductors
ITRN,Ituran Location and Control Ltd.,Technology,Electronic Components
JCOM,"j2 Global, Inc.",Technology,Telecommunications Equipment
JBL,Jabil Inc.,Technology,Electrical Products
JKHY,"Jack Henry & Associates, Inc.",Technology,EDP Services
JT,Jianpu Technology Inc.,Technology,"Computer Software: Programming, Data Processing"
JKS,JinkoSolar Holding Company Limited,Technology,Semiconductors
JMU,JMU Limited,Technology,EDP Services
JBT,John Bean Technologies Corporation,Technology,Industrial Machinery/Components
YY,JOYY Inc.,Technology,EDP Services
JNPR,"Juniper Networks, Inc.",Technology,Computer Communications Equipment
KAI,Kadant Inc,Technology,Industrial Machinery/Components
KLR,"Kaleyra, Inc.",Technology,EDP Services
KELYA,"Kelly Services, Inc.",Technology,Professional Services
KELYB,"Kelly Services, Inc.",Technology,Professional Services
KTCC,Key Tronic Corporation,Technology,Computer peripheral equipment
KFRC,"Kforce, Inc.",Technology,Professional Services
KE,"Kimball Electronics, Inc.",Technology,Electrical Products
KOPN,Kopin Corporation,Technology,Semiconductors
KFY,Korn Ferry ,Technology,Diversified Commercial Services
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductors
KVHI,"KVH Industries, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components
